,area_type,availability,location,total_sqft,bath,price,bhk
9161,Super built-up  Area,Ready To Move,Other,905.0,2.0,58.0,2
9162,Super built-up  Area,Ready To Move,Other,1500.0,2.0,108.0,3
9163,Built-up  Area,Ready To Move,Other,850.0,1.0,50.0,1
9165,Built-up  Area,Ready To Move,Other,1165.0,2.0,59.8,2
9166,Built-up  Area,Ready To Move,Other,933.0,2.0,55.0,2
9167,Super built-up  Area,Ready To Move,Other,1305.0,2.0,77.0,3
9168,Super built-up  Area,Ready To Move,Other,1125.0,2.0,65.0,2
9170,Super built-up  Area,Ready To Move,Other,1245.0,3.0,66.0,3
9172,Super built-up  Area,Ready To Move,Other,1145.0,2.0,60.0,3
9174,Super built-up  Area,Available Soon,Other,625.0,1.0,43.68,1
9175,Super built-up  Area,Ready To Move,Other,1724.0,3.0,128.0,3
9178,Super built-up  Area,Ready To Move,Other,823.0,2.0,80.0,2
9180,Plot  Area,Ready To Move,Other,1200.0,2.0,66.0,3
9182,Super built-up  Area,Ready To Move,Other,1140.0,2.0,78.0,2
9183,Super built-up  Area,Ready To Move,Other,1950.0,4.0,120.0,3
9184,Super built-up  Area,Ready To Move,Other,1756.0,3.0,125.0,3
9185,Super built-up  Area,Available Soon,Other,520.0,1.0,14.04,1
9190,Super built-up  Area,Ready To Move,Other,1804.0,3.0,155.0,3
9192,Plot  Area,Available Soon,Other,1200.0,4.0,105.0,4
9193,Super built-up  Area,Ready To Move,Other,2375.0,4.0,189.0,4
9194,Plot  Area,Ready To Move,Other,1750.0,3.0,120.0,3
9196,Super built-up  Area,Ready To Move,Other,1684.0,3.0,120.0,3
9197,Super built-up  Area,Ready To Move,Other,1672.0,3.0,86.0,3
9198,Super built-up  Area,Ready To Move,Other,1075.0,2.0,60.0,2
9199,Plot  Area,Ready To Move,Other,1500.0,5.0,95.0,3
9201,Super built-up  Area,Available Soon,Other,1420.0,2.0,99.26,2
9202,Super built-up  Area,Ready To Move,Other,750.0,2.0,40.0,2
9203,Super built-up  Area,Ready To Move,Other,1169.0,2.0,64.08,2
9208,Super built-up  Area,Ready To Move,Other,1850.0,3.0,180.0,3
9211,Super built-up  Area,Ready To Move,Other,2150.0,3.0,170.0,3
9213,Plot  Area,Ready To Move,Other,1875.0,2.0,110.0,3
9214,Super built-up  Area,Ready To Move,Other,1260.0,2.0,82.0,3
9216,Super built-up  Area,Available Soon,Other,1241.0,2.0,64.0,2
9218,Plot  Area,Ready To Move,Other,1740.0,4.0,175.0,4
9220,Super built-up  Area,Ready To Move,Other,2200.0,2.0,190.0,3
9222,Built-up  Area,Ready To Move,Other,450.0,1.0,20.0,1
9224,Super built-up  Area,Ready To Move,Other,1368.0,2.0,87.0,2
9225,Built-up  Area,Ready To Move,Other,420.0,1.0,12.5,1
9228,Plot  Area,Available Soon,Other,1050.0,2.0,58.0,2
9231,Built-up  Area,Ready To Move,Other,1507.0,3.0,80.0,3
9233,Plot  Area,Ready To Move,Other,1200.0,3.0,70.0,3
9234,Built-up  Area,Ready To Move,Other,960.0,2.0,50.0,2
9236,Super built-up  Area,Ready To Move,Other,2162.03,4.0,129.0,3
9238,Super built-up  Area,Ready To Move,Other,400.0,1.0,10.25,1
9239,Super built-up  Area,Ready To Move,Other,1465.0,2.0,75.0,3
9240,Super built-up  Area,Ready To Move,Other,1800.0,3.0,95.0,3
9241,Super built-up  Area,Ready To Move,Other,1175.0,2.0,83.0,2
9242,Super built-up  Area,Ready To Move,Other,1050.0,2.0,59.0,2
9244,Super built-up  Area,Ready To Move,Other,1650.0,3.0,150.0,3
9245,Super built-up  Area,Ready To Move,Other,1827.0,3.0,97.0,3
9247,Built-up  Area,Ready To Move,Other,550.0,1.0,16.75,1
9249,Built-up  Area,Ready To Move,Other,1021.0,3.0,59.0,3
9250,Super built-up  Area,Ready To Move,Other,1400.0,2.0,135.0,3
9251,Plot  Area,Ready To Move,Other,2400.0,3.0,200.0,4
9253,Built-up  Area,Ready To Move,Other,1520.0,3.0,125.0,3
9254,Super built-up  Area,Ready To Move,Other,2710.0,3.0,177.0,3
9257,Super built-up  Area,Ready To Move,Other,1200.0,2.0,110.0,3
9258,Super built-up  Area,Available Soon,Other,1252.0,2.0,92.0,2
9259,Super built-up  Area,Ready To Move,Other,1650.0,3.0,85.0,3
9260,Built-up  Area,Ready To Move,Other,1270.0,2.0,80.0,2
9261,Super built-up  Area,Ready To Move,Other,992.0,2.0,70.0,2
9266,Built-up  Area,Ready To Move,Other,1400.0,3.0,98.0,3
9270,Built-up  Area,Ready To Move,Other,1610.0,2.0,119.0,3
9271,Super built-up  Area,Ready To Move,Other,1050.0,2.0,55.0,2
9274,Built-up  Area,Ready To Move,Other,1310.0,2.0,85.0,3
9275,Super built-up  Area,Ready To Move,Other,1104.0,2.0,58.0,2
9276,Super built-up  Area,Available Soon,Other,1165.0,2.0,67.0,2
9283,Plot  Area,Ready To Move,Other,1350.0,1.0,145.0,1
9284,Super built-up  Area,Ready To Move,Other,1893.0,4.0,95.0,3
9290,Super built-up  Area,Ready To Move,Other,1010.0,2.0,52.0,2
9291,Super built-up  Area,Ready To Move,Other,1260.0,2.0,75.0,2
9292,Built-up  Area,Ready To Move,Other,2500.0,4.0,170.0,4
9293,Super built-up  Area,Ready To Move,Other,1665.0,3.0,85.0,3
9295,Super built-up  Area,Ready To Move,Other,1197.0,2.0,75.0,2
9298,Super built-up  Area,Ready To Move,Other,1747.0,3.0,110.0,3
9300,Super built-up  Area,Ready To Move,Other,980.0,2.0,51.0,2
9301,Super built-up  Area,Available Soon,Other,966.0,2.0,58.0,2
9302,Super built-up  Area,Ready To Move,Other,2360.0,3.0,185.0,4
9303,Built-up  Area,Ready To Move,Other,1760.0,3.0,90.0,3
9304,Super built-up  Area,Ready To Move,Other,1830.0,2.0,113.0,3
9305,Super built-up  Area,Available Soon,Other,1175.0,2.0,67.77,2
9307,Super built-up  Area,Available Soon,Other,1232.0,2.0,80.0,2
9308,Built-up  Area,Ready To Move,Other,1010.0,2.0,57.0,2
9309,Super built-up  Area,Available Soon,Other,1590.0,2.0,102.0,2
9310,Super built-up  Area,Ready To Move,Other,1100.0,2.0,58.5,2
9311,Super built-up  Area,Ready To Move,Other,1252.0,2.0,65.0,3
9312,Super built-up  Area,Ready To Move,Other,2615.0,5.0,222.0,4
9313,Super built-up  Area,Ready To Move,Other,1322.0,2.0,77.9,2
9314,Plot  Area,Ready To Move,Other,1000.0,1.0,60.0,1
9315,Super built-up  Area,Ready To Move,Other,1755.0,3.0,117.0,3
9317,Super built-up  Area,Ready To Move,Other,1260.0,2.0,85.5,2
9318,Super built-up  Area,Ready To Move,Other,1305.0,3.0,65.0,3
9325,Built-up  Area,Ready To Move,Other,1785.0,3.0,165.0,3
9326,Plot  Area,Ready To Move,Other,800.0,1.0,45.0,2
9328,Plot  Area,Available Soon,Other,1200.0,4.0,120.0,4
9329,Super built-up  Area,Ready To Move,Other,1920.0,3.0,122.0,3
9331,Built-up  Area,Ready To Move,Other,1201.0,2.0,80.0,2
9332,Super built-up  Area,Ready To Move,Other,1289.0,2.0,70.0,2
9333,Super built-up  Area,Ready To Move,Other,1991.0,4.0,100.0,3
9334,Super built-up  Area,Ready To Move,Other,1377.0,2.0,80.0,2
9335,Plot  Area,Ready To Move,Other,1892.0,3.0,200.0,3
9336,Super built-up  Area,Ready To Move,Other,3554.0,4.0,340.0,3
9338,Super built-up  Area,Ready To Move,Other,1050.0,2.0,65.0,2
9341,Plot  Area,Ready To Move,Other,2400.0,2.0,125.0,2
9343,Super built-up  Area,Ready To Move,Other,2144.0,3.0,140.0,3
9345,Super built-up  Area,Available Soon,Other,1205.0,2.0,67.0,2
9351,Super built-up  Area,Ready To Move,Other,3633.0,5.0,335.0,4
9355,Super built-up  Area,Ready To Move,Other,1210.0,2.0,69.0,2
9358,Super built-up  Area,Ready To Move,Other,950.0,2.0,55.0,2
9360,Super built-up  Area,Ready To Move,Other,1625.0,3.0,92.0,3
9361,Plot  Area,Available Soon,Other,2200.0,4.0,150.0,3
9362,Super built-up  Area,Ready To Move,Other,1607.0,2.0,112.0,3
9365,Built-up  Area,Ready To Move,Other,2500.0,5.0,185.0,6
9366,Super built-up  Area,Ready To Move,Other,1690.0,2.0,116.0,3
9368,Super built-up  Area,Ready To Move,Other,1269.0,2.0,97.0,2
9374,Super built-up  Area,Ready To Move,Other,1630.0,3.0,110.0,3
9377,Super built-up  Area,Available Soon,Other,1343.0,2.0,76.0,2
9380,Super built-up  Area,Ready To Move,Other,2236.0,4.0,153.0,4
9381,Super built-up  Area,Ready To Move,Other,2955.0,3.0,235.0,3
9384,Super built-up  Area,Ready To Move,Other,1205.0,2.0,79.0,2
9385,Super built-up  Area,Ready To Move,Other,1270.0,2.0,95.25,3
9386,Super built-up  Area,Ready To Move,Other,1353.0,2.0,110.0,3
9387,Plot  Area,Available Soon,Other,1200.0,2.0,68.0,2
9388,Super built-up  Area,Ready To Move,Other,1250.0,2.0,70.0,3
9389,Super built-up  Area,Available Soon,Other,825.0,1.0,35.475,1
9390,Built-up  Area,Available Soon,Other,602.0,1.0,33.0,1
9391,Super built-up  Area,Available Soon,Other,1108.0,2.0,66.46,2
9392,Super built-up  Area,Ready To Move,Other,1040.0,2.0,68.0,2
9393,Super built-up  Area,Available Soon,Other,1451.0,2.0,87.0,2
9396,Super built-up  Area,Ready To Move,Other,720.0,1.0,33.0,1
9397,Super built-up  Area,Ready To Move,Other,1400.0,2.0,78.0,3
9399,Built-up  Area,Ready To Move,Other,2100.0,3.0,147.0,4
9400,Super built-up  Area,Ready To Move,Other,1500.0,3.0,88.0,3
9401,Super built-up  Area,Ready To Move,Other,1790.0,3.0,105.0,3
9402,Super built-up  Area,Ready To Move,Other,1125.0,2.0,75.0,2
9405,Built-up  Area,Ready To Move,Other,1105.0,2.0,57.0,2
9406,Super built-up  Area,Ready To Move,Other,708.0,1.0,41.0,1
9408,Super built-up  Area,Available Soon,Other,1600.0,3.0,100.0,3
9409,Super built-up  Area,Ready To Move,Other,3122.0,6.0,250.0,4
9410,Super built-up  Area,Ready To Move,Other,1450.0,2.0,73.0,3
9411,Plot  Area,Ready To Move,Other,540.0,1.0,22.0,1
9413,Super built-up  Area,Ready To Move,Other,1837.0,2.0,95.0,3
9414,Built-up  Area,Ready To Move,Other,1012.0,2.0,68.0,2
9415,Super built-up  Area,Available Soon,Other,1950.2,3.0,193.0,3
9418,Super built-up  Area,Ready To Move,Other,1197.0,2.0,79.9,2
9422,Super built-up  Area,Ready To Move,Other,3729.0,4.0,384.0,4
9423,Super built-up  Area,Ready To Move,Other,1715.0,3.0,120.0,3
9424,Built-up  Area,Ready To Move,Other,2400.0,4.0,180.0,4
9426,Built-up  Area,Ready To Move,Other,1123.0,2.0,60.0,2
9427,Super built-up  Area,Ready To Move,Other,1315.0,2.0,77.0,2
9431,Super built-up  Area,Ready To Move,Other,1660.0,3.0,104.0,3
9433,Super built-up  Area,Ready To Move,Other,953.0,2.0,90.0,2
9435,Super built-up  Area,Available Soon,Other,1000.0,1.0,65.0,2
9436,Built-up  Area,Ready To Move,Other,1100.0,2.0,76.3,3
9438,Super built-up  Area,Ready To Move,Other,5515.0,6.0,425.0,5
9439,Super built-up  Area,Ready To Move,Other,950.0,1.0,40.0,1
9440,Super built-up  Area,Ready To Move,Other,1013.0,2.0,60.0,2
9442,Super built-up  Area,Ready To Move,Other,2100.0,3.0,220.0,3
9446,Super built-up  Area,Ready To Move,Other,1625.0,3.0,95.0,3
9448,Super built-up  Area,Ready To Move,Other,1615.0,3.0,150.0,3
9449,Super built-up  Area,Ready To Move,Other,1180.0,2.0,85.0,2
9450,Plot  Area,Ready To Move,Other,1500.0,2.0,91.0,2
9451,Built-up  Area,Ready To Move,Other,850.0,2.0,45.0,2
9454,Built-up  Area,Ready To Move,Other,1300.0,2.0,90.0,2
9455,Super built-up  Area,Ready To Move,Other,1891.0,3.0,110.0,3
9459,Plot  Area,Ready To Move,Other,1600.0,5.0,140.0,5
9461,Super built-up  Area,Ready To Move,Other,930.0,1.0,55.0,2
9462,Built-up  Area,Ready To Move,Other,1010.0,2.0,58.0,2
9463,Super built-up  Area,Available Soon,Other,1108.0,2.0,87.48,2
9465,Super built-up  Area,Available Soon,Other,1277.0,2.0,79.89,2
9467,Super built-up  Area,Ready To Move,Other,1653.0,3.0,85.0,3
9468,Plot  Area,Ready To Move,Other,2400.0,3.0,140.0,4
9473,Super built-up  Area,Available Soon,Other,1274.0,2.0,90.0,2
9474,Built-up  Area,Ready To Move,Other,1195.0,2.0,75.0,2
9476,Built-up  Area,Ready To Move,Other,1820.0,3.0,95.5,3
9478,Super built-up  Area,Ready To Move,Other,985.0,2.0,62.5,2
9482,Built-up  Area,Ready To Move,Other,1400.0,3.0,74.0,3
9483,Built-up  Area,Ready To Move,Other,2400.0,3.0,185.0,4
9491,Built-up  Area,Ready To Move,Other,1427.0,2.0,85.0,3
9492,Super built-up  Area,Ready To Move,Other,1420.0,2.0,95.0,3
9493,Plot  Area,Ready To Move,Other,1600.0,5.0,130.0,4
9494,Super built-up  Area,Ready To Move,Other,2031.0,2.0,200.0,2
9495,Super built-up  Area,Available Soon,Other,1454.0,2.0,90.0,2
9496,Plot  Area,Ready To Move,Other,2000.0,3.0,180.0,4
9498,Super built-up  Area,Ready To Move,Other,700.0,1.0,25.5,1
9499,Super built-up  Area,Available Soon,Other,1405.0,2.0,99.0,2
9501,Plot  Area,Ready To Move,Other,2153.0,4.0,120.0,3
9502,Plot  Area,Ready To Move,Other,1200.0,3.0,120.0,3
9503,Super built-up  Area,Ready To Move,Other,2135.0,3.0,170.0,3
9509,Super built-up  Area,Ready To Move,Other,1382.0,2.0,84.5,2
9512,Super built-up  Area,Ready To Move,Other,1200.0,2.0,115.0,2
9516,Super built-up  Area,Ready To Move,Other,1623.29,2.0,105.0,3
9517,Super built-up  Area,Ready To Move,Other,1260.0,2.0,70.0,2
9518,Plot  Area,Ready To Move,Other,3000.0,4.0,240.0,3
9520,Super built-up  Area,Available Soon,Other,705.0,1.0,34.545,1
9521,Super built-up  Area,Ready To Move,Other,2000.0,3.0,200.0,3
9523,Super built-up  Area,Ready To Move,Other,2257.0,3.0,155.0,3
9525,Super built-up  Area,Ready To Move,Other,1150.0,2.0,90.0,2
9526,Super built-up  Area,Available Soon,Other,595.0,1.0,40.0,1
9527,Super built-up  Area,Available Soon,Other,1837.0,3.0,110.0,3
9529,Super built-up  Area,Ready To Move,Other,1830.0,3.0,91.86,3
9530,Super built-up  Area,Ready To Move,Other,1715.0,3.0,115.0,3
9532,Plot  Area,Ready To Move,Other,5480.0,4.0,400.0,3
9534,Super built-up  Area,Available Soon,Other,1168.0,2.0,66.0,2
9536,Built-up  Area,Ready To Move,Other,1500.0,3.0,75.0,3
9539,Super built-up  Area,Available Soon,Other,654.0,1.0,49.0,1
9540,Plot  Area,Ready To Move,Other,5656.0,5.0,499.0,3
9542,Super built-up  Area,Ready To Move,Other,950.0,2.0,60.0,2
9547,Super built-up  Area,Ready To Move,Other,1390.0,2.0,69.49,3
9548,Built-up  Area,Ready To Move,Other,1510.0,3.0,78.0,3
9550,Super built-up  Area,Ready To Move,Other,1231.0,2.0,84.5,2
9552,Super built-up  Area,Ready To Move,Other,2500.0,3.0,138.0,3
9554,Super built-up  Area,Available Soon,Other,3504.0,4.0,262.0,4
9557,Plot  Area,Available Soon,Other,4723.0,4.0,500.0,4
9559,Super built-up  Area,Ready To Move,Other,1354.0,2.0,70.0,2
9560,Super built-up  Area,Ready To Move,Other,2453.0,3.0,250.0,4
9562,Super built-up  Area,Ready To Move,Other,1680.0,2.0,92.0,3
9564,Built-up  Area,Ready To Move,Other,1400.0,2.0,86.0,3
9565,Carpet  Area,Ready To Move,Other,1625.0,3.0,150.0,3
9566,Super built-up  Area,Ready To Move,Other,1520.0,2.0,80.0,3
9569,Super built-up  Area,Available Soon,Other,1762.0,3.0,109.0,3
9571,Super built-up  Area,Ready To Move,Other,2650.0,4.0,223.0,4
9573,Super built-up  Area,Ready To Move,Other,950.0,2.0,56.0,2
9574,Super built-up  Area,Ready To Move,Other,3295.0,3.0,310.0,3
9575,Super built-up  Area,Ready To Move,Other,1515.0,3.0,80.5,3
9577,Super built-up  Area,Ready To Move,Other,1250.0,2.0,65.0,2
9578,Built-up  Area,Ready To Move,Other,1200.0,2.0,120.0,2
9580,Plot  Area,Ready To Move,Other,1200.0,4.0,100.0,4
9584,Super built-up  Area,Available Soon,Other,2051.0,3.0,170.0,3
9585,Super built-up  Area,Ready To Move,Other,1470.0,2.0,99.0,3
9587,Built-up  Area,Ready To Move,Other,1270.0,2.0,73.0,3
9589,Super built-up  Area,Ready To Move,Other,1600.0,3.0,170.0,3
9591,Super built-up  Area,Ready To Move,Other,2505.0,3.0,165.0,3
9593,Super built-up  Area,Available Soon,Other,1705.0,2.0,86.96,3
9596,Super built-up  Area,Available Soon,Other,605.0,1.0,30.24,1
9597,Built-up  Area,Ready To Move,Other,567.0,1.0,25.0,1
9598,Super built-up  Area,Available Soon,Other,1410.5,2.0,70.385,3
9599,Super built-up  Area,Ready To Move,Other,1715.0,3.0,105.0,3
9600,Plot  Area,Ready To Move,Other,3206.0,5.0,270.0,4
9601,Super built-up  Area,Ready To Move,Other,1846.0,3.0,120.0,3
9603,Super built-up  Area,Available Soon,Other,1230.0,2.0,67.65,2
9605,Super built-up  Area,Ready To Move,Other,1894.0,4.0,114.0,3
9606,Super built-up  Area,Available Soon,Other,1950.0,3.0,131.0,3
9607,Super built-up  Area,Ready To Move,Other,1231.0,2.0,66.0,2
9609,Built-up  Area,Ready To Move,Other,1800.0,3.0,120.0,4
9610,Super built-up  Area,Ready To Move,Other,1650.0,3.0,135.0,3
9612,Super built-up  Area,Ready To Move,Other,925.0,2.0,68.0,2
9617,Super built-up  Area,Available Soon,Other,1183.0,2.0,79.54,2
9618,Built-up  Area,Ready To Move,Other,1750.0,3.0,100.0,3
9619,Super built-up  Area,Ready To Move,Other,747.0,1.0,27.0,1
9621,Super built-up  Area,Ready To Move,Other,1738.0,3.0,110.0,3
9622,Super built-up  Area,Ready To Move,Other,1206.0,2.0,90.0,2
9623,Super built-up  Area,Available Soon,Other,2790.0,4.0,198.0,4
9628,Super built-up  Area,Ready To Move,Other,1290.0,2.0,72.0,2
9630,Built-up  Area,Ready To Move,Other,1150.0,2.0,70.0,2
9631,Plot  Area,Ready To Move,Other,1040.0,2.0,109.0,3
9632,Super built-up  Area,Ready To Move,Other,1160.0,2.0,64.08,2
9634,Super built-up  Area,Ready To Move,Other,2240.0,4.0,160.0,4
9636,Super built-up  Area,Ready To Move,Other,1852.0,3.0,125.0,3
9642,Super built-up  Area,Ready To Move,Other,1876.0,3.0,150.0,3
9643,Super built-up  Area,Ready To Move,Other,1720.0,3.0,95.0,3
9644,Plot  Area,Ready To Move,Other,1200.0,4.0,80.0,4
9645,Super built-up  Area,Ready To Move,Other,1175.0,2.0,86.68,2
9646,Super built-up  Area,Ready To Move,Other,500.0,1.0,51.0,1
9647,Super built-up  Area,Available Soon,Other,1893.0,3.0,130.0,3
9648,Built-up  Area,Ready To Move,Other,850.0,2.0,45.0,2
9649,Super built-up  Area,Available Soon,Other,1392.0,2.0,110.0,2
9650,Super built-up  Area,Available Soon,Other,1020.0,2.0,52.0,2
9651,Super built-up  Area,Ready To Move,Other,1832.0,3.0,160.0,3
9652,Super built-up  Area,Ready To Move,Other,1423.0,2.0,85.0,3
9653,Super built-up  Area,Ready To Move,Other,1432.0,2.0,85.0,2
9655,Super built-up  Area,Available Soon,Other,1916.0,2.0,150.0,3
9658,Super built-up  Area,Available Soon,Other,2640.0,2.0,170.0,2
9660,Built-up  Area,Ready To Move,Other,1200.0,2.0,80.0,2
9662,Carpet  Area,Ready To Move,Other,1500.0,3.0,100.0,3
9665,Super built-up  Area,Ready To Move,Other,1294.0,2.0,115.0,2
9668,Super built-up  Area,Ready To Move,Other,1430.0,2.0,102.0,3
9669,Super built-up  Area,Available Soon,Other,1660.0,3.0,125.0,3
9670,Super built-up  Area,Ready To Move,Other,1470.0,2.0,75.0,3
9671,Super built-up  Area,Ready To Move,Other,1045.0,2.0,76.77,2
9672,Super built-up  Area,Ready To Move,Other,4225.0,6.0,359.0,4
9676,Super built-up  Area,Ready To Move,Other,1290.0,2.0,71.95,2
9678,Super built-up  Area,Ready To Move,Other,1200.0,2.0,71.0,2
9679,Built-up  Area,Ready To Move,Other,1650.0,3.0,140.0,3
9680,Super built-up  Area,Ready To Move,Other,1636.0,3.0,88.0,3
9682,Super built-up  Area,Ready To Move,Other,2087.01,4.0,160.0,3
9690,Super built-up  Area,Available Soon,Other,884.0,2.0,48.0,2
9691,Super built-up  Area,Ready To Move,Other,1250.0,2.0,68.75,2
9692,Super built-up  Area,Ready To Move,Other,2990.0,4.0,225.0,4
9694,Super built-up  Area,Ready To Move,Other,2559.0,1.0,55.0,1
9698,Super built-up  Area,Ready To Move,Other,410.0,1.0,10.0,1
9699,Super built-up  Area,Available Soon,Other,1482.0,3.0,110.0,3
9700,Built-up  Area,Ready To Move,Other,1200.0,2.0,68.0,2
9701,Super built-up  Area,Available Soon,Other,1938.0,3.0,113.0,3
9705,Super built-up  Area,Ready To Move,Other,720.0,1.0,28.0,1
9706,Built-up  Area,Ready To Move,Other,1100.0,2.0,90.0,2
9707,Super built-up  Area,Ready To Move,Other,1162.0,2.0,98.77,2
9708,Built-up  Area,Ready To Move,Other,540.0,1.0,35.0,1
9711,Super built-up  Area,Ready To Move,Other,964.0,2.0,62.0,2
9716,Super built-up  Area,Ready To Move,Other,600.0,1.0,22.8,1
9717,Super built-up  Area,Ready To Move,Other,540.0,1.0,24.0,1
9719,Built-up  Area,Ready To Move,Other,1484.0,3.0,75.0,3
9724,Super built-up  Area,Available Soon,Other,2072.0,3.0,108.0,3
9729,Super built-up  Area,Ready To Move,Other,1246.0,2.0,65.0,2
9730,Built-up  Area,Ready To Move,Other,1055.0,2.0,75.0,2
9732,Built-up  Area,Ready To Move,Other,1370.0,2.0,88.0,2
9734,Super built-up  Area,Ready To Move,Other,1676.0,3.0,92.13,3
9737,Super built-up  Area,Available Soon,Other,1157.0,2.0,65.0,2
9738,Plot  Area,Available Soon,Other,1200.0,4.0,85.0,4
9741,Built-up  Area,Ready To Move,Other,575.0,1.0,16.75,1
9742,Super built-up  Area,Ready To Move,Other,1600.0,3.0,170.0,3
9745,Super built-up  Area,Ready To Move,Other,640.0,1.0,45.0,1
9746,Super built-up  Area,Ready To Move,Other,2400.0,3.0,185.0,3
9747,Plot  Area,Ready To Move,Other,1200.0,2.0,66.0,3
9750,Super built-up  Area,Ready To Move,Other,1315.0,2.0,74.0,2
9751,Super built-up  Area,Ready To Move,Other,1435.0,2.0,115.0,3
9753,Super built-up  Area,Available Soon,Other,1314.0,2.0,80.0,2
9754,Super built-up  Area,Ready To Move,Other,1260.0,2.0,100.0,2
9758,Super built-up  Area,Ready To Move,Other,1150.0,3.0,65.0,3
9761,Built-up  Area,Ready To Move,Other,1442.0,3.0,80.0,3
9762,Super built-up  Area,Ready To Move,Other,1500.0,2.0,75.0,3
9764,Super built-up  Area,Available Soon,Other,1432.0,3.0,79.0,3
9765,Built-up  Area,Ready To Move,Other,2100.0,3.0,150.0,3
9766,Built-up  Area,Ready To Move,Other,1450.0,2.0,80.0,2
9768,Super built-up  Area,Ready To Move,Other,925.0,2.0,49.82,3
9772,Super built-up  Area,Ready To Move,Other,1500.0,3.0,90.0,3
9773,Built-up  Area,Ready To Move,Other,1745.0,3.0,130.0,3
9776,Super built-up  Area,Ready To Move,Other,2340.0,5.0,160.0,4
9777,Super built-up  Area,Available Soon,Other,2024.0,3.0,103.0,3
9778,Super built-up  Area,Ready To Move,Other,1575.0,4.0,100.0,3
9779,Super built-up  Area,Available Soon,Other,1920.0,3.0,130.0,3
9780,Super built-up  Area,Ready To Move,Other,1082.0,2.0,55.0,3
9783,Plot  Area,Ready To Move,Other,1160.0,2.0,65.0,2
9784,Super built-up  Area,Ready To Move,Other,1246.0,2.0,67.4,2
9785,Super built-up  Area,Available Soon,Other,615.0,1.0,43.08,1
9786,Super built-up  Area,Ready To Move,Other,1128.0,2.0,60.0,2
9790,Super built-up  Area,Available Soon,Other,602.0,2.0,30.0,1
